folder,mat_file,tdms_file,log_no,n_peaks,n_intervals,freq_mean_Hz,freq_std_Hz,freq_median_Hz,freq_MAD_Hz,fft_f0_Hz
01_09_D_120mm_260mm,LBO_Sweep_5_11_1_27.mat,ER1_0.85_log5_01.09.2025_11.01.24.tdms,5,23,22,0.19780396242695752,0.2565291338112314,0.24702248127836063,0.184120736397554,1.604384816304095
01_09_D_120mm_260mm,Up_45_ERp_0.9_PH2p_0_11_31_27.mat,ER1_0.9_log5_01.09.2025_11.31.07.tdms,5,60,59,0.5124405273683541,0.9765065846796844,1.0340309940450156,1.0542582879474072,0.005899379906606756
01_09_D_120mm_260mm,Up_53_ERp_0.95_PH2p_0_11_56_8.mat,ER1_0.95_log5_01.09.2025_11.56.05.tdms,5,43,42,0.3761608087457388,0.48686594802982164,0.45116715650974704,0.24167885151904378,0.006538736060255761
03_09_D_88mm_350mm,Up_20_ERp_0.71_PH2p_0_9_7_13.mat,"ER1_0,71_Log5_04.09.2025_09.07.08.tdms",5,287,286,2.388973700239599,0.15374932911675038,2.3976188444004896,0.13583796416200342,2.361824285667334
03_09_D_88mm_350mm,Up_14_ERp_0.7_PH2p_0_9_38_25.mat,"ER1_0,7_Log5_03.09.2025_09.38.22.tdms",5,199,198,1.66358514125409,0.08118456386882474,1.6710994180282115,0.08748635484969321,1.6005126546305954
03_09_D_88mm_350mm,Up_26_ERp_0.72_PH2p_0_10_16_48.mat,"ER1_0,72_Log5_03.09.2025_10.16.43.tdms",5,274,273,2.2879329413391845,0.15635826880103074,2.272727272727273,0.1420021986199358,2.241543491725201
03_09_D_88mm_350mm,Up_7_ERp_0.6_PH2p_0_11_28_3.mat,"ER1_0,6_Log5_03.09.2025_11.28.00.tdms",5,68,67,0.5619342313014392,0.4527890179895862,0.7027846435933097,0.15423637417876088,0.7087259858473707
28_08_D_100mm_260mm,Up_8.271_ERp_0.66_PH2p_0_11_6_14.mat,log5_28.08.2025_11.06.11.tdms,5,14,13,0.12140267417032313,0.21750295213131865,0.151331100796047,0.14049165950272677,0.025650519344353067
28_08_D_100mm_260mm,Up_14_ERp_0.7_PH2p_0_11_40_34.mat,"ER1_0,7_log5_28.08.2025_11.40.36.tdms",5,20,19,0.17588209545632302,0.16769728319172947,0.18181107465799065,0.10365355288275838,1.0662406362869634
28_08_D_100mm_260mm,Up_22.44_ERp_0.73_PH2p_0_13_0_52.mat,"ER1_0,75_log5_28.08.2025_13.00.49.tdms",5,42,41,0.34657329542531534,0.9450704585970371,0.4726038629694551,0.4509561471072866,0.26775946662547945
28_08_D_100mm_260mm,Up_32.76_ERp_0.78_PH2p_0_13_33_45.mat,"ER1_0,8_log5_28.08.2025_13.33.45.tdms",5,85,84,0.7059351853677385,0.9395179724134234,1.0983384769459996,0.861476014816053,0.08915609987644413
28_08_D_100mm_260mm,Up_42.35_ERp_0.84_PH2p_0_15_14_24.mat,"ER1_0,85_log5_28.08.2025_15.14.21.tdms",5,13,12,0.12368777959687,0.18398601115069974,0.2174418803615011,0.23399951358544846,1.4809743927859815
28_08_D_100mm_260mm,Up_20_ERp_0.75_PH2p_0_16_48_32.mat,"ER1_0,75_log5_28.08.2025_16.48.09.tdms",5,44,43,0.36665681269376804,0.2780708333076273,0.4856809124972984,0.32017898184509297,0.6912811686751752
29_08_D_88mm_260mm,Up_8_ERp_0.6_PH2p_0_12_22_39.mat,"ER1_0,6_log5_29.08.2025_12.22.22.tdms",5,80,79,0.6614422386313299,0.7052686421687956,0.6013695590337435,0.09241286449839563,0.5694083313295012
29_08_D_88mm_260mm,Up_15_ERp_0.65_PH2p_0_12_56_43.mat,"ER1_0,7_log5_29.08.2025_12.56.39.tdms",5,142,141,1.1829014167358587,0.13774222710016873,1.1957302862937025,0.12655256653922192,1.1226841189085799
29_08_D_88mm_260mm,Up_39.4_ERp_0.76_PH2p_0_13_28_24.mat,"ER1_0,75_log5_29.08.2025_13.28.19.tdms",5,259,258,2.163686452749025,0.35083153726795824,2.2354636446661136,0.3545970322850515,2.0634029905834814
29_08_D_88mm_260mm,Up_49.7_ERp_0.8_PH2p_0_14_10_21.mat,"ER1_0,8_log5_29.08.2025_14.10.19.tdms",5,166,165,1.3837203207715287,0.4766751028030346,1.5875460189902255,0.46573798459407534,1.7936381273145043
29_08_D_88mm_260mm,Up_59.6_ERp_0.83_PH2p_0_14_57_10.mat,"ER1_0,85_log5_29.08.2025_14.57.06.tdms",5,130,129,1.3347770861735502,0.5685865656591362,1.5020833896614605,0.5982824719339959,0.010148354394715368
02_09_D_88mm_200mm,Up_14_ERp_0.7_PH2p_0_13_48_20.mat,"ER1_0,7_Log5_02.09.2025_13.48.17.tdms",5,87,86,0.730989367759646,0.7270255577142983,0.8285423969559627,0.48328969121725374,0.7096812224522484
02_09_D_88mm_200mm,Up_28_ERp_0.72_PH2p_0_14_14_21.mat,"ER1_0,72_Log5_02.09.2025_14.14.13.tdms",5,92,91,0.7662208942257568,0.7501004858411149,0.853688832128067,0.5595348073295132,0.4728924123002075
02_09_D_88mm_200mm,Up_35_ERp_0.75_PH2p_0_14_41_60.mat,"ER1_0,75_Log5_02.09.2025_14.41.57.tdms",5,99,98,0.8209918432617329,0.5442867080268096,0.9591184666844812,0.4378249267034769,0.004198774429423119
02_09_D_88mm_200mm,Up_42_ERp_0.8_PH2p_0_15_6_2.mat,"ER1_0,8_Log5_02.09.2025_15.06.00.tdms",5,79,78,0.6519792786942601,0.5480537289682276,0.8693118087391083,0.48536397561521566,1.1560931083033201
02_09_D_88mm_200mm,Up_53_ERp_0.85_PH2p_0_15_38_33.mat,"ER1_0,85_Log5_02.09.2025_15.38.31.tdms",5,64,63,0.5552182775882872,0.709845183937175,0.9950634900259812,0.7818345845473583,0.00719485741194005
